"";"Term";"Overlap";"P.value";"Adjusted.P.value";"Old.P.value";"Old.Adjusted.P.value";"Odds.Ratio";"Combined.Score";"Genes";"condition";"k.means"
"245";"regulation of apoptotic process (GO:0042981)";"13/815";8,84852275039862e-05;0,0173082282392366;0;0;3,92023106789987;36,5862422493079;"PDGFRA;PTGIS;GDF15;GREM1;HCK;SCIN;ANKRD1;NCKAP1L;GAS6;FGFR2;HSPA1B;BOK;HSPA1A";"TNFa";7
"246";"embryonic digestive tract development (GO:0048566)";"3/20";0,000101457595374308;0,0173082282392366;0;0;39,4401850627892;362,686799876135;"PDGFRA;PCSK5;FGFR2";"TNFa";7
"247";"embryonic skeletal system development (GO:0048706)";"3/21";0,00011797347851056;0,0173082282392366;0;0;37,247191011236;336,902731767841;"COL1A1;PDGFRA;PCSK5";"TNFa";7
"248";"positive regulation of erythrocyte differentiation (GO:0045648)";"3/22";0,000136146578111504;0,0173082282392366;0;0;35,2850384387936;314,09959557172;"NCKAP1L;HSPA1B;HSPA1A";"TNFa";7
"249";"positive regulation of cell proliferation (GO:0008284)";"9/424";0,000145992553095716;0,0173082282392366;0;0;5,09325010886921;44,9833554787853;"GREM1;PDGFRA;HCK;EDN1;S100A6;MDM2;GAS6;FGFR2;TNFSF13B";"TNFa";7
"250";"cellular response to oxidative stress (GO:0034599)";"5/115";0,000190158413747528;0,0202899027468612;0;0;10,3437826541275;88,6219412805217;"PDGFRA;TPM1;CYBA;HSPA1B;HSPA1A";"TNFa";7
"251";"neutrophil degranulation (GO:0043312)";"18/479";9,68856402905373e-10;5,4256999128939e-07;0;0;7,15159824827078;148,430740138709;"CTSA;VAT1;GRN;GCA;GSTP1;CTSZ;CYBB;PYCARD;CST3;LGALS3;GLIPR1;PSAP;CYSTM1;CD44;CD55;HSPA1B;CTSB;HSPA1A";"TNFa";8
"252";"neutrophil activation involved in immune response (GO:0002283)";"18/483";1,1055168564759e-09;5,4256999128939e-07;0;0;7,08861838101035;146,18824277023;"CTSA;VAT1;GRN;GCA;GSTP1;CTSZ;CYBB;PYCARD;CST3;LGALS3;GLIPR1;PSAP;CYSTM1;CD44;CD55;HSPA1B;CTSB;HSPA1A";"TNFa";8
"253";"neutrophil mediated immunity (GO:0002446)";"18/487";1,25983744107443e-09;5,4256999128939e-07;0;0;7,02671279719998;143,993388178951;"CTSA;VAT1;GRN;GCA;GSTP1;CTSZ;CYBB;PYCARD;CST3;LGALS3;GLIPR1;PSAP;CYSTM1;CD44;CD55;HSPA1B;CTSB;HSPA1A";"TNFa";8
"254";"regulation of apoptotic process (GO:0042981)";"18/815";2,81744607471438e-06;0,000910035082132745;0;0;4,06503160436543;51,9498019986585;"NOTCH2;TGFB2;GSTP1;ASNS;INHBA;HIGD1A;PYCARD;NET1;CCND2;LGALS1;PERP;PMAIP1;TEK;IL6ST;CD44;HSPA1B;CTSB;HSPA1A";"TNFa";8
"255";"positive regulation of interleukin-8 production (GO:0032757)";"5/44";7,55918823445471e-06;0,00163662109448306;0;0;21,3714716655893;252,028353025663;"PYCARD;DDIT3;SERPINE1;HSPA1B;HSPA1A";"TNFa";8
"256";"negative regulation of extrinsic apoptotic signaling pathway (GO:2001237)";"6/76";7,71211740749835e-06;0,00163662109448306;0;0;14,3869249394673;169,373206987931;"LGALS3;GPX1;GSTP1;SERPINE1;HSPA1B;HSPA1A";"TNFa";8
"257";"negative regulation of growth (GO:0045926)";"7/120";9,89378213686256e-06;0,00163662109448306;0;0;10,463731941608;120,579903938682;"NOTCH2;GJA1;TGFB2;CDKN1A;INHBA;HSPA1B;HSPA1A";"TNFa";8
"258";"negative regulation of apoptotic process (GO:0043066)";"13/485";1,01338767460251e-05;0,00163662109448306;0;0;4,81470453504352;55,3673044068709;"NOTCH2;GPX1;BDNF;GSTP1;ASNS;HIGD1A;CCND2;TEK;IL6ST;CD44;HSPA1B;LGMN;HSPA1A";"TNFa";8
"259";"extracellular matrix organization (GO:0030198)";"9/229";1,31061907764239e-05;0,00188146649812664;0;0;6,99225296442688;78,6098855541656;"TGFB2;COL4A2;COL4A1;SERPINE1;COL6A1;MMP19;F11R;CD44;FBN1";"TNFa";8
"260";"negative regulation of cell proliferation (GO:0008285)";"11/363";1,64236942619768e-05;0,0021219412986474;0;0;5,39933628318584;59,4833296404332;"NDRG4;TGFB2;CDKN1A;ID2;GSTP1;P3H2;CDH13;INHBA;IRF6;HSPA1B;HSPA1A";"TNFa";8
"261";"regulation of cell proliferation (GO:0042127)";"9/740";4,74659057465194e-06;0,00221860160388591;0;0;8,77017783857729;107,505576389375;"JUN;BMP2;JAG1;CSF1;IRF1;SOD2;ATF5;IER5;JUNB";"TNFa";9
"262";"regulation of transcription from RNA polymerase II promoter (GO:0006357)";"12/1478";5,9720097009042e-06;0,00221860160388591;0;0;6,30900409276944;75,8873955125755;"EFNA1;JUN;BMP2;JAG1;RIPK2;IRF1;BHLHE41;SOD2;ATF5;IER5;JUNB;ATF3";"TNFa";9
"263";"cytokine-mediated signaling pathway (GO:0019221)";"8/633";1,33042534103575e-05;0,00264239326294134;0;0;8,84068571428571;99,2581514411154;"CSF1;RIPK2;IRF1;S1PR1;HMOX1;LTB;SOD2;JUNB";"TNFa";9
"264";"positive regulation of transcription from RNA polymerase II promoter (GO:0045944)";"9/848";1,42255357358888e-05;0,00264239326294134;0;0;7,59833134684148;84,8009636131473;"JUN;BMP2;JAG1;RIPK2;IRF1;ATF5;IER5;JUNB;ATF3";"TNFa";9
"265";"regulation of cell migration (GO:0030334)";"6/316";1,93802924127396e-05;0,00287991145253311;0;0;12,68;137,593898985868;"BMP2;JAG1;CSF1;SLIT2;SOD2;RND1";"TNFa";9
"266";"negative regulation of cell proliferation (GO:0008285)";"6/363";4,21673485191819e-05;0,00522172332495869;0;0;10,9843137254902;110,654486648128;"BMP2;IRF1;HMOX1;SOD2;ATF5;TRIB1";"TNFa";9
"267";"negative regulation of cell migration (GO:0030336)";"4/121";6,46384741748287e-05;0,00610898362875889;0;0;21,2040598290598;204,549219834804;"JAG1;HMOX1;SLIT2;TRIB1";"TNFa";9
"268";"negative regulation of leukocyte migration (GO:0002686)";"2/7";6,57764051548737e-05;0,00610898362875889;0;0;234,811764705882;2261,0610369429;"HMOX1;SLIT2";"TNFa";9
"269";"negative regulation of transcription, DNA-templated (GO:0045892)";"8/813";7,9146576827818e-05;0,00653398962034098;0;0;6,8;64,2206213478815;"EFNA1;JUN;BMP2;IRF1;BHLHE41;ATF5;JUNB;ATF3";"TNFa";9
"270";"positive regulation of transcription, DNA-templated (GO:0045893)";"9/1120";0,000124961428848036;0,00928463416340906;0;0;5,65646564656466;50,8375157555033;"JUN;BMP2;JAG1;RIPK2;IRF1;ATF5;IER5;JUNB;ATF3";"TNFa";9
"271";"extracellular matrix organization (GO:0030198)";"13/229";3,23919237372255e-13;2,60107147609921e-10;0;0;23,2716049382716;669,251381539519;"TGFB2;MMP2;BGN;FN1;CTSS;FBLN5;VCAN;COL1A2;COL4A2;COL5A1;COL4A1;GAS6;FBN1";"mix";1
"272";"cytokine-mediated signaling pathway (GO:0019221)";"12/633";6,63772833145152e-07;0,000266504792507779;0;0;7,17762913415087;102,104113369715;"IL1A;CXCL10;COL1A2;RSAD2;MMP2;BGN;IRF7;FN1;TNFRSF11B;IFI30;PTGS2;XAF1";"mix";1
"273";"cellular protein metabolic process (GO:0044267)";"10/484";2,94957666965602e-06;0,000643415934953076;0;0;7,60353180184404;96,8222250689086;"VCAN;JAG1;IGFBP5;MMP2;FN1;IGFBP7;GAS6;LMCD1;FSTL3;FBN1";"mix";1
"274";"endodermal cell differentiation (GO:0035987)";"4/32";3,20506069715106e-06;0,000643415934953076;0;0;47,4;599,646949698409;"COL4A2;MMP2;FN1;INHBA";"mix";1
"275";"endoderm formation (GO:0001706)";"4/36";5,20000141380238e-06;0,000835120227056662;0;0;41,4666666666667;504,518782188396;"COL4A2;MMP2;FN1;INHBA";"mix";1
"276";"skeletal system development (GO:0001501)";"6/146";7,22252812117885e-06;0,000836760669108607;0;0;14,6275862068966;173,165834406633;"VCAN;TGFB2;COL1A2;TNFRSF11B;AEBP1;FBN1";"mix";1
"277";"regulation of cell migration (GO:0030334)";"8/316";7,29430222137017e-06;0,000836760669108607;0;0;9,1038961038961;107,684679734639;"JAG1;SERPINE2;IGFBP5;SEMA3C;DPYSL3;TPM1;PDGFC;NEXN";"mix";1
"278";"cellular response to cytokine stimulus (GO:0071345)";"9/456";1,39432023144195e-05;0,00139954893230986;0;0;7,13447223917023;79,7670985563465;"IL1A;CXCL10;COL1A2;MMP2;DPYSL3;BGN;FN1;GAS6;PTGS2";"mix";1
"279";"regulation of cell proliferation (GO:0042127)";"11/740";2,05173141789104e-05;0,00183060036507389;0;0;5,46825581696301;59,0256735122434;"IL1A;CXCL10;CDKN2B;TGFB2;CCND2;JAG1;PDGFC;FN1;TNFRSF11B;IGFBP7;INHBA";"mix";1
"280";"regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239)";"3/27";8,6527125272126e-05;0,00609591666841519;0;0;40,8032786885246;381,716818637548;"IL1A;UNC5B;INHBA";"mix";1
"281";"proteolysis involved in cellular protein catabolic process (GO:0051603)";"7/93";2,23745875461287e-06;0,00273641205689154;0;0;13,3098212569671;173,163034835771;"CTSK;CTSZ;PSMB10;PSMB8;CTSB;PSMB9;LGMN";"mix";2
"282";"regulation of cell proliferation (GO:0042127)";"17/740";5,03587453910639e-06;0,00307943728066356;0;0;4,0563343426414;49,4829117477271;"EDN1;TES;FLT1;P3H2;PDGFA;PGF;PTHLH;BST1;IL6;NOX4;GRAP;IL7R;JUNB;FGFR2;HSPA1B;HBEGF;HSPA1A";"mix";2
"283";"transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)";"12/396";9,24415258475557e-06;0,00376853287038535;0;0;5,25;60,8554766364945;"FLT1;BDNF;SDC2;ATP6V1B2;PDGFA;CYBA;GRAP;SULF1;FGFRL1;PGF;FGFR2;SULF2";"mix";2
"284";"positive regulation of cell migration (GO:0030335)";"9/221";1,27531800526595e-05;0,00389928480110063;0;0;7,01363564293642;79,0417793238753;"EDN1;FLT1;PODXL;GLIPR2;SNAI1;SEMA3G;PDGFA;MYLK;HBEGF";"mix";2
"285";"positive regulation of cell motility (GO:2000147)";"8/179";2,01882812979212e-05;0,00493805360547153;0;0;7,68070175438597;83,0315216549231;"EDN1;FLT1;PODXL;SNAI1;SEMA3G;PDGFA;MYLK;HBEGF";"mix";2
"286";"regulation of cell migration (GO:0030334)";"10/316";3,68220448568844e-05;0,00750556014332828;0;0;5,41874376869392;55,3221976661054;"EDN1;FLT1;PODXL;SERPINE1;SNAI1;SEMA3G;PDGFA;SULF1;MYLK;HBEGF";"mix";2
"287";"positive regulation of cytokine-mediated signaling pathway (GO:0001961)";"4/33";5,6719299164698e-05;0,00822340997618604;0;0;22,0723025583982;215,809643448702;"CD74;EDN1;HSPA1B;HSPA1A";"mix";2
"288";"negative regulation of programmed cell death (GO:0043069)";"11/408";6,39755717815516e-05;0,00822340997618604;0;0;4,61204762212319;44,5385864946939;"NOTCH2;CD74;IL6;FLT1;GSTP1;AMIGO2;ASNS;HIGD1A;FGFR2;HSPA1B;HSPA1A";"mix";2
"289";"regulation of apoptotic process (GO:0042981)";"16/815";6,55412262221475e-05;0,00822340997618604;0;0;3,41015555158233;32,8494528123644;"NOTCH2;CD74;FLT1;GADD45B;GADD45A;GSTP1;ASNS;HIGD1A;NDRG1;IFIT2;IL6;ANKRD1;FGFR2;HSPA1B;CTSB;HSPA1A";"mix";2
"290";"negative regulation of apoptotic process (GO:0043066)";"12/485";6,72396563874574e-05;0,00822340997618604;0;0;4,2426915506306;40,7605871977198;"NOTCH2;CD74;IL6;FLT1;BDNF;GSTP1;ASNS;HIGD1A;FGFR2;HSPA1B;LGMN;HSPA1A";"mix";2
"291";"cellular response to type I interferon (GO:0071357)";"4/65";1,3497300185429e-07;7,89592060847594e-06;0;0;118,771982116244;1878,75790625649;"BST2;MX1;ISG15;IFIT3";"mix";3
"292";"type I interferon signaling pathway (GO:0060337)";"4/65";1,3497300185429e-07;7,89592060847594e-06;0;0;118,771982116244;1878,75790625649;"BST2;MX1;ISG15;IFIT3";"mix";3
"293";"negative regulation of viral genome replication (GO:0045071)";"3/50";6,54897393663547e-06;0,000255409983528783;0;0;106,053191489362;1265,87233454807;"BST2;MX1;ISG15";"mix";3
"294";"response to type I interferon (GO:0034340)";"2/7";1,1000996562012e-05;0,000257230846535246;0;0;614,769230769231;7019,142872634;"MX1;ISG15";"mix";3
"295";"negative regulation of viral life cycle (GO:1903901)";"3/61";1,19660343423303e-05;0,000257230846535246;0;0;85,8922413793103;973,45442610979;"BST2;MX1;ISG15";"mix";3
"296";"regulation of viral genome replication (GO:0045069)";"3/63";1,31913254633459e-05;0,000257230846535246;0;0;83,0208333333333;932,818024134725;"BST2;MX1;ISG15";"mix";3
"297";"response to cytokine (GO:0034097)";"3/138";0,000137625152323936;0,00230030611741436;0;0;36,7592592592593;326,825723322107;"BST2;MX1;ISG15";"mix";3
"298";"cytokine-mediated signaling pathway (GO:0019221)";"4/633";0,0010268667396958;0,0150179260680511;0;0;11,190056366527;77,0014983098666;"BST2;MX1;ISG15;IFIT3";"mix";3
"299";"pyrimidine deoxyribonucleotide biosynthetic process (GO:0009221)";"1/6";0,00449206839321453;0,0377631047976023;0;0;285,428571428571;1542,86759275583;"CMPK2";"mix";3
"300";"collagen biosynthetic process (GO:0032964)";"1/6";0,00449206839321453;0,0377631047976023;0;0;285,428571428571;1542,86759275583;"COL1A1";"mix";3
"301";"negative regulation of apoptotic process (GO:0043066)";"18/485";1,12992488099134e-07;0,000166889904922421;0;0;5,07835511078093;81,2330864903556;"ANXA1;GPX1;CITED2;PLK2;HMGA2;SERPINB9;TNFRSF1B;BMP4;SFRP1;KRT18;KDR;PDK4;BIRC5;ANGPTL4;TEK;IL6ST;CRYAB;MAD2L1";"mix";4
"302";"negative regulation of programmed cell death (GO:0043069)";"15/408";1,5329564030087e-06;0,00113208830362192;0;0;4,9470737913486;66,2329693719698;"ANXA1;CITED2;PLK2;HMGA2;SERPINB9;BMP4;SFRP1;KRT18;KDR;BIRC5;ANGPTL4;TEK;IL6ST;CRYAB;MAD2L1";"mix";4
"303";"regulation of apoptotic process (GO:0042981)";"21/815";3,76782536754506e-06;0,00185502602262135;0;0;3,49724496221662;43,6771362183616;"JUN;ANXA1;CITED2;PLK2;HMGA2;SERPINB9;TNFRSF1B;BMP4;NET1;SFRP1;MELK;KRT18;PERP;KDR;BIRC5;ANGPTL4;SLIT2;TEK;IL6ST;CRYAB;MAD2L1";"mix";4
"304";"mitotic sister chromatid segregation (GO:0000070)";"7/82";5,17777274050398e-06;0,00191189258443109;0;0;11,6725738396624;142,068478618739;"CENPE;PSRC1;KIFC1;CDCA5;KIF23;KNSTRN;SMC2";"mix";4
"305";"positive regulation of focal adhesion assembly (GO:0051894)";"4/17";9,77588435570479e-06;0,00258658749855372;0;0;37,8824653607262;436,996663787736;"SFRP1;KDR;TEK;S100A10";"mix";4
"306";"DNA metabolic process (GO:0006259)";"12/314";1,20626635256743e-05;0,00258658749855372;0;0;5,07284768211921;57,45200648809;"RAD51AP1;HELLS;BTG2;DUT;LIG1;UHRF1;MCM3;HMGB3;RPA2;CDC25C;MCM2;UNG";"mix";4
"307";"regulation of cell cycle (GO:0051726)";"10/215";1,22587085239513e-05;0,00258658749855372;0;0;6,17781274586939;69,866576900813;"BMP4;SFRP1;JUN;CITED2;ID2;GMNN;CKS2;HMGA2;BIRC5;CDC25C";"mix";4
"308";"positive regulation of adherens junction organization (GO:1903393)";"4/19";1,57170014542574e-05;0,00273455156072742;0;0;32,8281573498965;363,104617093676;"SFRP1;KDR;TEK;S100A10";"mix";4
"309";"regulation of angiogenesis (GO:0045765)";"9/177";1,66628057187182e-05;0,00273455156072742;0;0;6,75377747252747;74,3072987982683;"CDH5;SFRP1;HSPB6;NPR1;KDR;HMGA2;ANGPTL4;TEK;CD34";"mix";4
"310";"positive regulation of angiogenesis (GO:0045766)";"7/103";2,3347265384551e-05;0,00333805575681588;0;0;9,10950685654008;97,1531702400354;"CDH5;HSPB6;KDR;HMGA2;ANGPTL4;TEK;CD34";"mix";4
"311";"mitotic sister chromatid segregation (GO:0000070)";"10/82";1,60424723616228e-11;1,5095966492287e-08;0;0;28,9809941520468;720,345255053364;"CCNB1;PRC1;PLK1;NUSAP1;NCAPG;CDCA8;KIF2C;KIF22;SMC4;NDC80";"mix";5
"312";"mitotic cell cycle phase transition (GO:0044772)";"12/221";1,94362359835882e-09;9,14474903027823e-07;0;0;12,1537274270721;243,78811541386;"CCNA2;CCNB2;CCNB1;MCM7;UBE2C;PLK1;CDK1;TACC3;MCM5;PHLDA1;AURKA;CDKN3";"mix";5
"313";"microtubule cytoskeleton organization involved in mitosis (GO:1902850)";"7/44";2,93208615299012e-09;9,19697689987901e-07;0;0;38,3359073359073;753,206720185535;"CCNB1;NUF2;NUSAP1;TACC3;AURKB;NDC80;AURKA";"mix";5
"314";"sister chromatid segregation (GO:0000819)";"6/32";1,46987894200133e-08;3,45789021105814e-06;0;0;46,3146853146853;835,308539363865;"TOP2A;PLK1;NUSAP1;CDCA8;SMC4;NDC80";"mix";5
"315";"regulation of mitotic cell cycle phase transition (GO:1901990)";"10/184";4,60695925280977e-08;8,67029731378799e-06;0;0;11,9304295220811;201,542090507697;"CDC20;ANLN;TPX2;CCNB1;CENPF;UBE2C;PLK1;CDK1;HMMR;AURKA";"mix";5
"316";"mitotic metaphase plate congression (GO:0007080)";"6/43";9,43762204590855e-08;1,26579411818752e-05;0;0;32,5274365274365;526,163055295403;"CCNB1;NUF2;CDCA8;KIF2C;KIF22;NDC80";"mix";5
"317";"metaphase plate congression (GO:0051310)";"6/44";1,0881497546053e-07;1,26579411818752e-05;0;0;31,6698564593301;507,782344793498;"CCNB1;CENPF;CDCA8;KIF2C;KIF22;NDC80";"mix";5
"318";"mitotic spindle organization (GO:0007052)";"7/74";1,21064262100825e-07;1,26579411818752e-05;0;0;21,138592750533;336,673190176068;"TPX2;CCNB1;PRC1;NUF2;AURKB;NDC80;AURKA";"mix";5
"319";"mitotic nuclear division (GO:0140014)";"7/74";1,21064262100825e-07;1,26579411818752e-05;0;0;21,138592750533;336,673190176068;"TPX2;UBE2C;PLK1;NUSAP1;CDCA8;SMC4;NDC80";"mix";5
"320";"anaphase-promoting complex-dependent catabolic process (GO:0031145)";"7/79";1,90872188772912e-07;1,7961072963531e-05;0;0;19,6656746031746;304,260666561051;"CDC20;CCNB1;UBE2C;PLK1;CDK1;AURKB;AURKA";"mix";5
"321";"neutrophil degranulation (GO:0043312)";"14/479";1,50555136448323e-06;0,000696937528685029;0;0;5,36190194337575;71,8835414735861;"CSTB;GRN;GCA;HEXB;PLAUR;PTPRJ;PYCARD;LGALS3;QPCT;PSAP;PSMD1;CYSTM1;CD44;CD55";"mix";6
"322";"neutrophil activation involved in immune response (GO:0002283)";"14/483";1,65961321675779e-06;0,000696937528685029;0;0;5,31507599616596;70,7379530360185;"CSTB;GRN;GCA;HEXB;PLAUR;PTPRJ;PYCARD;LGALS3;QPCT;PSAP;PSMD1;CYSTM1;CD44;CD55";"mix";6
"323";"neutrophil mediated immunity (GO:0002446)";"14/487";1,82763337941878e-06;0,000696937528685029;0;0;5,26904203114999;69,6171581032926;"CSTB;GRN;GCA;HEXB;PLAUR;PTPRJ;PYCARD;LGALS3;QPCT;PSAP;PSMD1;CYSTM1;CD44;CD55";"mix";6
"324";"negative regulation of T cell receptor signaling pathway (GO:0050860)";"3/14";7,86297662142962e-05;0,0224881131372887;0;0;45,15;426,701824167927;"PRNP;LGALS3;PTPRJ";"mix";6
"325";"platelet degranulation (GO:0002576)";"6/124";0,000118294292412581;0,0228582938183465;0;0;8,58713602781399;77,6477609534762;"ECM1;PCDH7;PSAP;CD9;MANF;FERMT3";"mix";6
"326";"hyaluronan catabolic process (GO:0030214)";"3/16";0,000119886156389929;0,0228582938183465;0;0;38,2;344,906576157201;"HEXB;FGF2;CD44";"mix";6
"327";"negative regulation of antigen receptor-mediated signaling pathway (GO:0050858)";"3/17";0,000144923330346164;0,0236846128451446;0;0;35,4696428571429;313,527016696191;"PRNP;LGALS3;PTPRJ";"mix";6
"328";"protein modification process (GO:0036211)";"5/84";0,000169796139188153;0,0242808479039058;0;0;10,6189658871487;92,1823086283376;"LOX;QPCT;PLOD2;UBA52;LOXL2";"mix";6
"329";"hyaluronan metabolic process (GO:0030212)";"3/21";0,000278406455622532;0,0302244723492267;0;0;27,5819444444444;225,797614471143;"HEXB;FGF2;CD44";"mix";6
"330";"negative regulation of canonical Wnt signaling pathway (GO:0090090)";"6/148";0,000309617542080852;0,0302244723492267;0;0;7,12712170458649;57,5883746359741;"DAB2;DDIT3;PSMD1;DKK1;UBA52;DKK3";"mix";6
"331";"cell-cell junction organization (GO:0045216)";"4/72";0,000262345125098391;0,0786113267334181;0;0;14,2367288378766;117,393925500338;"CADM3;F2R;CDH11;CDH13";"mix";7
"332";"positive regulation of extrinsic apoptotic signaling pathway via death domain receptors (GO:1902043)";"2/6";0,000271073540460062;0,0786113267334181;0;0;118,511904761905;973,352543459006;"PMAIP1;ATF3";"mix";7
"333";"citrulline metabolic process (GO:0000052)";"2/6";0,000271073540460062;0,0786113267334181;0;0;118,511904761905;973,352543459006;"DDAH1;ASS1";"mix";7
"334";"regulation of positive chemotaxis (GO:0050926)";"2/8";0,000503180292790289;0,0947461280710263;0;0;79;599,970399352184;"ANGPT2;CDH13";"mix";7
"335";"sprouting angiogenesis (GO:0002040)";"3/44";0,000895063196784499;0,0947461280710263;0;0;17,519541580958;122,962938904168;"NRP1;ESM1;CDH13";"mix";7
"336";"adherens junction organization (GO:0034332)";"3/44";0,000895063196784499;0,0947461280710263;0;0;17,519541580958;122,962938904168;"CADM3;CDH11;CDH13";"mix";7
"337";"negative regulation of cell proliferation (GO:0008285)";"7/363";0,000962898975580767;0,0947461280710263;0;0;4,86794197127009;33,8105930542917;"DDAH1;IRF1;F2R;CDH13;ATF5;TRIB1;RUNX3";"mix";7
"338";"arginine metabolic process (GO:0006525)";"2/11";0,000980132359355444;0,0947461280710263;0;0;52,6587301587302;364,810358513872;"DDAH1;ASS1";"mix";7
"339";"positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440)";"2/11";0,000980132359355444;0,0947461280710263;0;0;52,6587301587302;364,810358513872;"CREB3L1;ATF3";"mix";7
"340";"positive regulation of collagen metabolic process (GO:0010714)";"2/15";0,00185036641331039;0,122430326336518;0;0;36,4487179487179;229,348877613305;"CREB3L1;F2R";"mix";7
"341";"cytokine-mediated signaling pathway (GO:0019221)";"11/633";1,18351319706704e-08;9,16039214529892e-06;0;0;13,1555157061588;240,117017513368;"NFKBIA;VCAM1;CSF1;RIPK2;PDGFB;ACKR3;LTB;SOD2;CX3CL1;CXCL5;ICAM1";"mix";8
"342";"regulation of cell migration (GO:0030334)";"8/316";9,21201808867768e-08;3,56505100031826e-05;0;0;17,6041200179131;285,189768649783;"BMP2;CSF1;SPHK1;PDGFB;F2RL1;SOD2;CX3CL1;RND1";"mix";8
"343";"positive regulation of cell motility (GO:2000147)";"6/179";8,72537904401e-07;0,000225114779335458;0;0;22,1405929517061;308,902447430916;"BMP2;CSF1;SPHK1;PDGFB;F2RL1;SOD2";"mix";8
"344";"positive regulation of ERK1 and ERK2 cascade (GO:0070374)";"6/201";1,71461661019297e-06;0,00033177831407234;0;0;19,6208436724566;260,492619931074;"BMP2;PDGFB;ACKR3;F2RL1;CX3CL1;ICAM1";"mix";8
"345";"positive regulation of cell migration (GO:0030335)";"6/221";2,96992766039713e-06;0,000438330651202849;0;0;17,7776444111028;226,255599751977;"BMP2;CSF1;SPHK1;PDGFB;F2RL1;SOD2";"mix";8
"346";"regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)";"4/56";3,39791202482829e-06;0,000438330651202849;0;0;46,4125874125874;584,443518432963;"SPHK1;TNFAIP3;F2RL1;TRAF1";"mix";8
"347";"regulation of ERK1 and ERK2 cascade (GO:0070372)";"6/247";5,63199717926262e-06;0,000622737973821323;0;0;15,8388435283095;191,444837281775;"BMP2;PDGFB;ACKR3;F2RL1;CX3CL1;ICAM1";"mix";8
"348";"positive regulation of MAPK cascade (GO:0043410)";"6/289";1,37850373741185e-05;0,00133370236594597;0;0;13,4594779436909;150,637491942633;"BMP2;PDGFB;ACKR3;F2RL1;CX3CL1;ICAM1";"mix";8
"349";"leukocyte cell-cell adhesion (GO:0007159)";"3/27";1,65331250739514e-05;0,00142184875635982;0;0;73,3051470588235;807,100269724707;"VCAM1;SELE;ICAM1";"mix";8
"350";"positive regulation of response to external stimulus (GO:0032103)";"4/90";2,26019732810289e-05;0,00173450762938208;0;0;28,015503875969;299,695105880856;"NFKBIA;PDGFB;F2RL1;CX3CL1";"mix";8
"351";"regulation of apoptotic process (GO:0042981)";"19/815";2,22034887078915e-07;0,000167644689757375;0;0;4,69709371600269;71,9615016721856;"PDGFRA;TGFB1;PTGIS;ACTN1;TNFRSF9;HSPB1;MIF;THBS1;RHOB;GREM1;HCK;LGALS1;SCIN;KIT;FLNA;SOX4;HSPA1B;BOK;HSPA1A";"mix";9
"352";"regulation of cell proliferation (GO:0042127)";"18/740";2,58511472255011e-07;0,000167644689757375;0;0;4,87472440499746;73,9414077841665;"PDGFRA;COL18A1;JUND;TGFB1;TNFRSF9;THBS1;TNFSF13B;GREM1;HCK;SCIN;RGCC;FTH1;KIT;MDM2;SOX4;HSPA1B;BOK;HSPA1A";"mix";9
"353";"extracellular matrix organization (GO:0030198)";"10/229";8,9999937595351e-07;0,000389099730203901;0;0;8,47118118376842;117,926226974325;"GREM1;COL18A1;MMP14;TGFB1;FLRT2;ADAM12;MFAP2;ITGA5;THBS1;GPM6B";"mix";9
"354";"cytokine-mediated signaling pathway (GO:0019221)";"15/633";3,89156886349318e-06;0,00126184120398766;0;0;4,62991444775546;57,6734468509729;"TGFB1;GPR35;TNFRSF9;PTAFR;MIF;TNFRSF13C;CSF2RA;TNFSF13B;HCK;FLRT2;KIT;LEPR;FSCN1;NCAM1;GBP2";"mix";9
"355";"positive regulation of protein secretion (GO:0050714)";"6/82";8,17309689413399e-06;0,00212010133433836;0;0;14,2162679425837;166,538783289923;"TGFB1;RGCC;CADM1;MIF;MYH10;SOX4";"mix";9
"356";"regulation of chemotaxis (GO:0050920)";"4/24";1,04360958974438e-05;0,00225593606316411;0;0;35,4714285714286;406,865798915045;"PDGFRA;TGFB1;CXCR4;THBS1";"mix";9
"357";"positive regulation of angiogenesis (GO:0045766)";"6/103";3,02359163852976e-05;0,00460243085077706;0;0;11,1267104029991;115,789889897034;"PTGIS;ADAM12;HSPB1;ITGA5;THBS1;RHOB";"mix";9
"358";"positive regulation of extracellular matrix organization (GO:1903055)";"3/11";3,03217051845472e-05;0,00460243085077706;0;0;65,9601769911504;686,226381588632;"TGFB1;RGCC;FSCN1";"mix";9
"359";"positive regulation of vasculature development (GO:1904018)";"6/104";3,19366828504191e-05;0,00460243085077706;0;0;11,0126159554731;113,999905322103;"PTGIS;ADAM12;KIT;HSPB1;THBS1;RHOB";"mix";9
"360";"positive regulation of cytokine production (GO:0001819)";"8/220";4,33041303247801e-05;0,00513549345209073;0;0;6,87351502445842;69,060010016096;"ZBP1;TGFB1;RGCC;CADM1;SLC11A1;MIF;HSPA1B;HSPA1A";"mix";9
